Name,Code,Instructor,School,Department,Semester,Term,Time,Description
Topics in Political Philosophy,PHIL 279,Schouten,FAS,Philosophy,2019 Fall,Full Term,3:00pm - 5:45pm,"We'll explore current and ongoing debates in political philosophy, including the debates over the subject matter of justice, over relational and distributive egalitarianism, and over duties of justice in non-ideal circumstances"
Individual Supervision,PHIL 299HFA,Richard,FAS,Philosophy,2019 Fall,Full Term,,Students must complete both parts of this course (parts A and B) within the same academic year in order to receive credit.
Individual Supervision,PHIL 299HFB,Richard,FAS,Philosophy,2020 Spring,Full Term,,Students must complete both parts of this course (parts A and B) within the same academic year in order to receive credit.
Colloquium,PHIL 300AA,Hall,FAS,Philosophy,2019 Fall,Full Term,3:00pm - 5:00pm,"A close reading of large portions of Hume’s Treatise – a breathtakingly ambitious work that attempts to treat a dizzying array of philosophical questions in metaphysics, epistemology, and other areas – paired with important contemporary readings on the very same questions. In addition to an intense focus on building a range of key philosophical skills, this seminar will also explicitly devote itself to helping new graduate students find a firm and comfortable footing within the"
First Year Colloquium,PHIL 300AB,Hall,FAS,Philosophy,2019 Fall,Full Term,3:00pm - 5:00pm,"A close reading of large portions of Hume’s Treatise – a breathtakingly ambitious work that attempts to treat a dizzying array of philosophical questions in metaphysics, epistemology, and other areas – paired with important contemporary readings on the very same questions. In addition to an intense focus on building a range of key philosophical skills, this seminar will also explicitly devote itself to helping new graduate students find a firm and comfortable footing within the"
Colloquium,PHIL 300B,Berker,FAS,Philosophy,2020 Spring,Full Term,3:00pm - 5:00pm,Continuation of Philosophy 300aa.
Teaching,PHIL 301,Richard,FAS,Philosophy,2019 Fall,Full Term,,This course replaces the former TIME-T—teaching. Graduate students register for this course while serving as TFs to indicate that appropriate independent work is replacing numbered courses.
Teaching,PHIL 301,Richard,FAS,Philosophy,2020 Spring,Dynamically Dated,,This course replaces the former TIME-T—teaching. Graduate students register for this course while serving as TFs to indicate that appropriate independent work is replacing numbered courses.
Research,PHIL 302,Richard,FAS,Philosophy,2019 Fall,Full Term,,This course replaces the former TIME-C—independent study.
Research,PHIL 302,Richard,FAS,Philosophy,2020 Spring,Dynamically Dated,,This course replaces the former TIME-C—independent study.
Colloquium: Dissertation Presentations,PHIL 303,Siegel,FAS,Philosophy,2019 Fall,Full Term,,
Colloquium: Dissertation Presentations,PHIL 303,Siegel,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 001,Berker,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 001,Behrends,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 005,Goldfarb,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 005,Berker,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 006,Chen,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 007,Hall,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 007,Doyle,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 009,Kelly,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 010,Koellner,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 010,Goldfarb,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 011,Korsgaard,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 012,Matherne,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 013,McDonough,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 014,Moran,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 015,Nickel,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 017,Richard,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 018,Rinard,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 019,Scanlon,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 020,Sen,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 020,Hall,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 021,Shelby,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 022,Siegel,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 023,Simmons,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 024,Woodin,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 026,Rosen,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 026,Matherne,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 027,Schouten,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 028,Stanczyk,FAS,Philosophy,2019 Fall,Full Term,,
Individual Reading and Research,PHIL 305 050,Kelly,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 060,Koellner,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 070,Korsgaard,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 080,McDonough,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 090,Moran,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 100,Nickel,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 110,Richard,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 120,Rinard,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 130,Rosen,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 140,Scanlon,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 150,Schouten,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 160,Sen,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 170,Shelby,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 180,Siegel,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 190,Simmons,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 200,Stanczyk,FAS,Philosophy,2020 Spring,Full Term,,
Individual Reading and Research,PHIL 305 210,Woodin,FAS,Philosophy,2020 Spring,Full Term,,
Workshop in Moral and Political Philosophy,PHIL 311,Korsgaard,FAS,Philosophy,2019 Fall,Full Term,3:00pm - 5:00pm,A forum for the presentation and discussion of work in progress by students in moral and political philosophy. Open only to graduate students in the Philosophy Department or by invitation of the instructors.
Workshop in Moral and Political Philosophy,PHIL 311,Richard,FAS,Philosophy,2020 Spring,Full Term,3:00pm - 5:00pm,A forum for the presentation and discussion of work in progress by students in moral and political philosophy. Open only to graduate students in the Philosophy Department or by invitation of the instructors.
Workshop in Metaphysics and Epistemology,PHIL 312,Siegel,FAS,Philosophy,2019 Fall,Full Term,3:00pm - 5:00pm,A forum for the presentation and discussion of work in progress by students in metaphysics and epistemology. Open only to graduate students in the Philosophy Department or by invitation of the instructors.
Workshop in Metaphysics and Epistemology,PHIL 312,Nickel,FAS,Philosophy,2020 Spring,Full Term,3:00pm - 5:00pm,A forum for the presentation and discussion of work in progress by students in metaphysics and epistemology. Open only to graduate students in the Philosophy Department or by invitation of the instructors.
Instructional Styles in Philosophy,PHIL 315HFA,Matherne,FAS,Philosophy,2019 Fall,Full Term,12:00pm - 1:00pm,Course is required for graduate students in their first year of teaching; optional for students in their second year of teaching. Students must complete both parts of this course (parts A and B) within the same academic year in order to receive credit.
Instructional Styles in Philosophy,PHIL 315HFB,Schouten,FAS,Philosophy,2020 Spring,Full Term,,Course is required for graduate students in their first year of teaching; optional for students in their second year of teaching. Students must complete both parts of this course (parts A and B) within the same academic year in order to receive credit.
Embedded EthiCS Teaching Lab,PHIL 316AR,Behrends,FAS,Philosophy,2019 Fall,Full Term,9:45am - 11:45am,"The Embedded EthiCS Teaching Lab is a forum for advancing work related to the creation, implementation, revision, and distribution of ethics modules to be used in Computer Science courses and shared on the Embedded EthiCS website. Graduate Fellows workshop their modules in development with all members of the lab, and also consult directly with Postdoctoral Fellows and faculty in philosophy and computer science."
Embedded EthiCS Teaching Lab,PHIL 316AR,Behrends,FAS,Philosophy,2020 Spring,Full Term,9:45am - 11:45am,"The Embedded EthiCS Teaching Lab is a forum for advancing work related to the creation, implementation, revision, and distribution of ethics modules to be used in Computer Science courses and shared on the Embedded EthiCS website. Graduate Fellows workshop their modules in development with all members of the lab, and also consult directly with Postdoctoral Fellows and faculty in philosophy and computer science."
Preparation for the Topical Examination,PHIL 333 001,Berker,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 001,Berker,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 003,Goldfarb,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 004,Hall,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 006,Kelly,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 008,Koellner,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 009,Korsgaard,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 010,McDonough,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 010,Goldfarb,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 011,Moran,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 012,Nickel,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 013,Richard,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 014,Rinard,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 015,Rosen,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 016,Scanlon,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 017,Sen,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 018,Shelby,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 019,Siegel,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 020,Simmons,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 020,Hall,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 021,Woodin,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 022,Schouten,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 023,Stanczyk,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 030,Matherne,FAS,Philosophy,2019 Fall,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 050,Kelly,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 060,Koellner,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 070,Korsgaard,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 080,McDonough,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 090,Moran,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 100,Nickel,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 110,Richard,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 120,Rinard,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 130,Rosen,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 140,Scanlon,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 150,Schouten,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 160,Sen,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 170,Shelby,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 180,Siegel,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 190,Simmons,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 200,Stanczyk,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Preparation for the Topical Examination,PHIL 333 210,Woodin,FAS,Philosophy,2020 Spring,Full Term,,Required in both fall and spring terms of all third-year graduate students in the Department.
Logic Colloquium,PHIL 344,Koellner,FAS,Philosophy,2019 Fall,Full Term,,
Logic Colloquium,PHIL 344,Koellner,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 001,Berker,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 001,Berker,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 003,Goldfarb,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 004,Hall,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 007,Kelly,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 008,Koellner,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 009,Korsgaard,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 010,McDonough,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 010,Goldfarb,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 011,Moran,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 012,Nickel,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 013,Richard,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 014,Rinard,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 015,Rosen,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 016,Scanlon,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 017,Sen,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 018,Shelby,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 019,Siegel,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 020,Simmons,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 020,Hall,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 021,Woodin,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 022,Stanczyk,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 023,Schouten,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 024,Matherne,FAS,Philosophy,2019 Fall,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 050,Kelly,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 060,Koellner,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 070,Korsgaard,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 080,McDonough,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 090,Moran,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 100,Nickel,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 110,Richard,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 120,Rinard,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 130,Rosen,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 140,Scanlon,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 150,Schouten,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 160,Sen,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 170,Shelby,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 180,Siegel,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 190,Simmons,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 200,Stanczyk,FAS,Philosophy,2020 Spring,Full Term,,
Direction of Doctoral Dissertations,PHIL 399 210,Woodin,FAS,Philosophy,2020 Spring,Full Term,,
Teaching Fellowship - TF,PHS 301,TBA,FAS,Population Health Sciences,2019 Fall,Dynamically Dated,,This course is to be used when fulfilling the PHS Teaching Fellow Requirement. 
Teaching Fellowship - TF,PHS 301,TBA,FAS,Population Health Sciences,2020 Spring,Dynamically Dated,,This course is to be used when fulfilling the PHS Teaching Fellow Requirement. 
Research or Academic Study,PHS 302,TBA,FAS,Population Health Sciences,2019 Fall,Dynamically Dated,,"Enroll is this course when the study being pursued is related to academic study, additional pursuits related to academics, or research that does not relate toward a dissertation."
Research or Academic Study,PHS 302,TBA,FAS,Population Health Sciences,2020 Spring,Dynamically Dated,,"Enroll is this course when the study being pursued is related to academic study, additional pursuits related to academics, or research that does not relate toward a dissertation."
Quantitative Research Methods in Population Health Sciences I,PHS 2000A,Chen,FAS,Population Health Sciences,2019 Fall,Full Term,11:30am - 12:59pm,This is part one of a two part core year-long quantitative methods course for the Population Health Science PhD students at the School of Public Health. The course integrates methods and concepts from the various disciplines represented by Population Health Sciences to equip students with the methodological tools to conduct their own research as well as collaborate across fields of study and areas of specialization. PHS2000A covers foundational statistical methods including linear and logistic r
Quantitative Research Methods in Population Health Sciences II,PHS 2000B,VanderWeele,FAS,Population Health Sciences,2020 Spring,Full Term,11:30am - 12:59pm,This is part two of a two part core year-long quantitative methods course for the Population Health Science PhD students at the School of Public Health. The course integrates methods and concepts from the various disciplines represented by Population Health Sciences to equip students with the methodological tools to conduct their own research as well as collaborate across fields of study and areas of specialization. Part two of the course focuses on scientific inference and causal reasoning in t
"Chemical Bonding, Energy, and Reactivity: An Introduction to the Physical Sciences",PHYSCI 1,Ni,FAS,Chemistry & Chemical Biology,2020 Spring,Full Term,10:30am - 11:45am,"The course covers the chemistry and physics underlying molecular phenomena in the world. Starting from a single electron, the course will build up to atoms, molecules, and materials. Interactions of molecules are studied through thermochemistry, equilibria, entropy and free energy, acids and bases, electrochemistry, and kinetics. Applications include physical principles in biology, global energy demands, and modern materials and technology."
"Mechanics, Elasticity, Fluids, and Diffusion",PHYSCI 2,Kestin,FAS,Physics,2019 Fall,Full Term,9:00am - 10:15am,"An introduction to classical mechanics, with special emphasis on the motion of organisms in fluids. Topics covered include: kinematics, Newton's laws of motion, oscillations, elasticity, random walks, diffusion, and fluids. Examples and problem set questions will be drawn from the life sciences and medicine."
"Electromagnetism, Circuits, Waves, Optics, and Imaging",PHYSCI 3,Deslauriers,FAS,Physics,2020 Spring,Full Term,9:00am - 10:15am,"This course is an introduction to electromagnetism, digital information, waves, optics and sound. Topics covered include: electric and magnetic fields, electrical potential, circuits, simple digital circuits, wave propagation in various media, microscopy, sound and hearing. The course will draw upon a variety of applications to the biological sciences and will use real-world examples to illustrate many of the physical principles described. There are six laboratories."
"Quantum, Statistical, and Computational Foundations of Chemistry",PHYSCI 10,Cohen,FAS,Chemistry & Chemical Biology,2019 Fall,Full Term,10:30am - 11:45am,"An introduction to the fundamental theories of quantum mechanics and statistical mechanics and their role in governing the behavior of matter. The course begins with the quantum behavior of a single electron and develops the elements of the periodic table, the nature of the chemical bond, the bulk electronic and thermal properties of materials, and the thermodynamics of chemical reactions.   Applications include semiconductor electronics, solar energy conversion, medical imaging, and the st"
Foundations and Frontiers of Modern Chemistry: A Molecular and Global Perspective,PHYSCI 11,Anderson,FAS,Chemistry & Chemical Biology,2020 Spring,Full Term,10:30am - 11:45am,"The Physical Sciences hold the key to solving unprecedented problems at the intersection of science, technology, and an array of rapidly emerging global scale challenges. The course emphasizes a molecular scale understanding of energy and entropy; free energy in equilibria, acid/base reactivity, and electrochemistry; molecular bonding and kinetics; catalysis in organic and inorganic systems; the union of quantum mechanics, nanostructures, and photovoltaics; and the analysis of nuclear energy. Ca"
"Mechanics and Statistical Physics from an Analytic, Numerical and Experimental Perspective",PHYSCI 12A,Kaxiras,FAS,Physics,2020 Spring,Full Term,9:00am - 10:15am,"This is the first term of a two-semester introductory physical science and engineering course sequence. The focus is on quantitative scientific reasoning, with the first term's exploration framed in the context of basic mechanics. Students will gain competence in both analytic (using pencil, paper and single-variable calculus) and numerical (using computer modeling) approaches to modeling simple physical systems and for the analysis of experimental data. Topics include kinematics, linear and"
"Electromagnetism and Quantum Physics from an Analytic, Numerical and Experimental Perspective",PHYSCI 12B,McCarty,FAS,Physics,2019 Fall,Full Term,9:00am - 10:15am,"This is the second term of a two-semester introductory physical science and engineering course sequence that uses a combination of analytic and numerical methods to understand physical systems. Topics include electrostatics and magnetostatics, electromagnetic fields, optics [all topics illustrated with applications to current technological and societal challenges], and an introduction to quantum physics, including basic concepts and their application in understanding modern devices, like the las"
Introductory Mechanics and Relativity,PHYSICS 15A,Morin,FAS,Physics,2019 Fall,Full Term,12:00pm - 1:15pm,"Newtonian mechanics and special relativity. Topics include vectors; kinematics in three dimensions; Newton's laws; force, work, power; conservative forces, potential energy; momentum, collisions; rotational motion, angular momentum, torque; static equilibrium, oscillations, simple harmonic motions; gravitation, planetary motion; fluids; special relativity."
Introductory Mechanics and Relativity,PHYSICS 15A,Mundy,FAS,Physics,2020 Spring,Full Term,12:00pm - 1:15pm,"Newtonian mechanics and special relativity. Topics include vectors; kinematics in three dimensions; Newton's laws; force, work, power; conservative forces, potential energy; momentum, collisions; rotational motion, angular momentum, torque; static equilibrium, simple harmonic motion, damped and driven oscillations; gravitation; fictitious forces; fluids; special relativity."
Introductory Electromagnetism and Statistical Physics,PHYSICS 15B,Kim,FAS,Physics,2019 Fall,Full Term,12:00pm - 1:15pm,"Electricity and magnetism. Topics include electrostatics, electric currents, magnetic field, electromagnetic induction, Maxwell’s equations, electromagnetic radiation, magnetic fields in materials, and some basic notions in kinetic theory, entropy, temperature, and phase transition associated with electricity and magnetism."
Introductory Electromagnetism and Statistical Physics,PHYSICS 15B,Dvorkin,FAS,Physics,2020 Spring,Full Term,12:00pm - 1:15pm,"Electricity and magnetism. Topics include electrostatics, electric currents, magnetic field, electromagnetic induction, Maxwell’s equations, electromagnetic radiation, magnetic fields in materials, and some basic notions in kinetic theory, entropy, temperature, and phase transition associated with electricity and magnetism."
Wave Phenomena,PHYSICS 15C,Franklin,FAS,Physics,2019 Fall,Full Term,10:30am - 11:45am,"Forced oscillation and resonance; coupled oscillators and normal modes; Fourier series; Electromagnetic waves, radiation, longitudinal oscillations, sound; traveling waves; signals, wave packets and group velocity; two- and three-dimensional waves; polarization; geometrical and physical optics; interference and diffraction. Optional topics: Water waves, holography, x-ray crystallography, solitons, music, quantum mechanics, and waves in the early universe."
Wave Phenomena,PHYSICS 15C,Reece,FAS,Physics,2020 Spring,Full Term,10:30am - 11:45am,"Forced oscillation and resonance; coupled oscillators and normal modes; Fourier series; Electromagnetic waves, radiation, longitudinal oscillations, sound; traveling waves; signals, wave packets and group velocity; two- and three-dimensional waves; polarization; geometrical and physical optics; interference and diffraction. Optional topics: Water waves, holography, x-ray crystallography, solitons, music, quantum mechanics, and waves in the early universe."
Mechanics and Special Relativity,PHYSICS 16,Georgi,FAS,Physics,2019 Fall,Full Term,12:00pm - 1:15pm,"Newtonian mechanics and special relativity for students with good preparation in physics and mathematics at the level of the advanced placement curriculum. Topics include oscillators damped and driven and resonance (how to rock your car out of a snow bank or use a swing), an introduction to Lagrangian mechanics and optimization, symmetries and Noether's theorem, special relativity, collisions and scattering, rotational motion, angular momentum, torque, the inertia tensor (dynamic balance), g"
Introduction to Theoretical Physics,PHYSICS 19,Barandes,FAS,Physics,2019 Fall,Full Term,3:00pm - 4:15pm,"A comprehensive introduction to the foundations of theoretical physics, with a first-principles approach to its five main areas: analytical dynamics, fields, statistical mechanics, relativity, and quantum theory. Specific topics and examples will include Newtonian mechanics, chaos, celestial mechanics, electromagnetism, the Lagrangian and Hamiltonian formulations, the connection between symmetries and conservation laws, relativistic gravitation, black holes, and quantum information. In-class dis"
Supervised Research,PHYSICS 90R,Morin,FAS,Physics,2019 Fall,Full Term,,"Primarily for selected concentrators in Physics, or in Chemistry and Physics, who have obtained honor grades in Physics 15 and a number of intermediate-level courses. The student must be accepted by some member of the faculty doing research in the student's field of interest. The form of the research depends on the student's interest and experience, the nature of the particular field of physics, and facilities and support available. Students wishing to write a senior thesis can do so by arrangin"
